pic,percentage1,hex1,percentage2,hex2,percentage3,hex3,percentage4,hex4,percentage5,hex5,percentage6,hex6,percentage7,hex7,percentage8,hex8
0,0.45,#a4813f,0.17,#cbddc4,0.1,#d5ba72,0.09,#c7a359,0.08,#c19447,0.05,#b29756,0.03,#886229,0.02,#996a28
1,0.43,#a07e3c,0.17,#cbdec4,0.12,#bd9042,0.1,#c4a056,0.09,#d2b76f,0.05,#ad9251,0.03,#916224,0.01,#784614
2,0.42,#9f7c3b,0.17,#cbdec4,0.17,#bb8d40,0.1,#c39e55,0.09,#d1b46a,0.03,#aa9050,0.02,#8e5c1e,0.01,#6f4013
3,0.41,#a1803f,0.16,#cbdec5,0.15,#bd9043,0.11,#956b2b,0.1,#c8a359,0.03,#d2b66e,0.02,#ac9354,0.01,#825c24
4,0.57,#9e7e3e,0.16,#cbdec5,0.08,#bd9044,0.07,#c59f55,0.03,#ac9152,0.03,#805923,0.03,#936324,0.02,#cfb36e
5,0.57,#9a7a3d,0.16,#cbdec7,0.09,#b68c44,0.06,#945c2a,0.06,#c19d58,0.02,#ceb16d,0.02,#a99052,0.01,#b03e25
6,0.63,#97773a,0.17,#cadec8,0.08,#b58b43,0.04,#bd9955,0.03,#c9ab69,0.03,#b5201c,0.02,#a88e52,0.01,#904c21
7,0.58,#957539,0.18,#c9dec9,0.12,#ae843e,0.07,#b49452,0.03,#b3251e,0.02,#c8ac6c,0.01,#7c4d1a,0.0,#a1884e
8,0.64,#957539,0.18,#c8decb,0.07,#b48942,0.04,#ba9753,0.02,#b5211d,0.02,#a68c4f,0.02,#c7ab6b,0.01,#8d4b20
9,0.62,#98783c,0.18,#c8decc,0.09,#836530,0.06,#bc9148,0.02,#b71c1b,0.02,#c8ae70,0.01,#c09c5a,0.01,#af3725
10,0.59,#9d7c3d,0.18,#c8dfcb,0.1,#82642f,0.06,#bc9249,0.02,#c7ab68,0.02,#b71c1c,0.02,#be9c58,0.01,#b13223
11,0.6,#9f7e3f,0.19,#c8decc,0.12,#b9924a,0.04,#c6a965,0.02,#bd9c58,0.02,#b61f1d,0.01,#7f5d28,0.01,#774a1b
12,0.63,#9a793c,0.18,#c7decd,0.12,#b88d44,0.02,#b6261f,0.02,#c9ad6a,0.02,#bf9b59,0.01,#884f1e,0.0,#6f4317
13,0.59,#9b7b3d,0.17,#c5dfd0,0.13,#ba8f44,0.04,#8f5e24,0.03,#c4a059,0.02,#b64027,0.01,#795221,0.01,#c9b57b
14,0.52,#9c7b3c,0.2,#b78a41,0.18,#c2dfd4,0.05,#8b5b21,0.04,#c39f56,0.01,#6d3f14,0.0,#c8b47a,0.0,#af622f
15,0.47,#9a7838,0.25,#b68b3f,0.18,#bfdfd7,0.05,#86571f,0.04,#c7a154,0.01,#663a12,0.0,#c9b172,0.0,#a28d62
16,0.34,#977333,0.34,#b58a3e,0.19,#bde0da,0.06,#85541d,0.05,#c6a155,0.01,#5c300d,0.01,#cdb16b,0.0,#a18d64
17,0.43,#b4883c,0.22,#98702f,0.2,#bde0db,0.07,#84521b,0.07,#c7a154,0.01,#d1b268,0.01,#542b0b,0.0,#9d8861
18,0.44,#b5883b,0.22,#bde0db,0.17,#9a6a27,0.08,#814f19,0.06,#caa455,0.02,#d2b165,0.01,#502809,0.0,#9c8862
19,0.43,#b6893c,0.26,#bee0d8,0.11,#9c6c26,0.08,#caa354,0.08,#835019,0.03,#d3b163,0.01,#582c0b,0.0,#9b8561
20,0.36,#c3e1d4,0.33,#b88b3e,0.18,#a2712a,0.05,#88541a,0.05,#caa557,0.03,#d1b46a,0.01,#653711,0.0,#a38d64
21,0.39,#c6e1d3,0.25,#b78d42,0.18,#9c7738,0.12,#c4a158,0.03,#87561d,0.02,#cab370,0.01,#673912,0.0,#a78d52
22,0.35,#c8e0d1,0.23,#957134,0.19,#af853d,0.1,#b89956,0.06,#cdbb79,0.05,#7d4b16,0.02,#492406,0.0,#a1894d
23,0.29,#977436,0.28,#cce1cf,0.21,#b2883e,0.1,#b99a55,0.07,#ceba77,0.04,#82531b,0.0,#5d310c,0.0,#a58b4d
24,0.31,#9a7839,0.25,#cde1cd,0.22,#b48b41,0.11,#bb9d57,0.06,#d0bb77,0.05,#845d27,0.0,#a78e50,0.0,#603b15
25,0.29,#ae863e,0.26,#937236,0.24,#cee2ce,0.11,#b99954,0.07,#ceb974,0.03,#7e5521,0.0,#522f0f,0.0,#9f874e
26,0.32,#ac853e,0.26,#907035,0.24,#cee2ce,0.09,#b99a55,0.08,#cdb772,0.02,#7c5522,0.0,#452c12,,
27,0.3,#aa833d,0.26,#8e6e35,0.24,#cfe3cf,0.1,#b89954,0.08,#ccb670,0.02,#7b521f,0.0,#412911,,
28,0.3,#aa833e,0.26,#8d6d35,0.24,#d0e4d0,0.1,#b89a56,0.09,#ccb670,0.02,#7a5220,0.0,#3f2810,,
29,0.3,#a8823e,0.24,#8c6d35,0.24,#d0e4d0,0.12,#b69955,0.09,#cdb770,0.02,#765121,0.0,#402910,,
30,0.27,#a8833f,0.26,#8d6e36,0.23,#d1e5d1,0.13,#b69a56,0.08,#d0bb74,0.02,#765325,0.01,#3f2810,0.0,#98895c
31,0.39,#301f16,0.34,#cebc87,0.08,#907142,0.06,#a68956,0.05,#654025,0.05,#b19a61,0.03,#7b5930,0.0,#ab926a
32,0.37,#cfbd87,0.32,#2f1f16,0.11,#77542c,0.08,#654223,0.06,#8d6d3f,0.04,#ad945e,0.03,#a0814e,0.0,#5a4838
33,0.43,#332217,0.31,#d1c08a,0.09,#684426,0.07,#ab8f5b,0.05,#937445,0.03,#825f33,0.03,#baa06b,0.0,#ae9774
34,0.43,#312217,0.28,#d4c38c,0.08,#684426,0.07,#ac8e59,0.05,#bea46e,0.05,#967746,0.04,#825f34,0.0,#a7997a
35,0.45,#342418,0.32,#d4c48c,0.08,#ad905a,0.07,#674427,0.04,#bba26a,0.03,#957647,0.02,#805d35,0.0,#a36f3a
36,0.45,#d3c289,0.37,#312217,0.06,#654125,0.04,#b59b63,0.03,#aa8d59,0.03,#937448,0.02,#785731,,
37,0.54,#d5c68d,0.23,#34251a,0.12,#654427,0.05,#b69e65,0.03,#a68957,0.02,#7a5831,0.02,#8b6d42,0.0,#614d38
38,0.26,#694828,0.19,#6f8da0,0.18,#bfc1a3,0.13,#3e2617,0.09,#94a9af,0.09,#7c5c31,0.05,#cbb470,0.02,#b19457
39,0.26,#c5c29c,0.19,#6a4b2a,0.16,#718a9a,0.14,#8ea3aa,0.11,#50361f,0.07,#7e5f33,0.07,#cbb36e,0.01,#ad8b4f
40,0.41,#cac496,0.15,#92a09f,0.12,#6c4c2a,0.11,#543920,0.08,#c8b173,0.08,#826135,0.04,#7a909c,0.01,#af8b4d
41,0.66,#ccc491,0.11,#bfa96f,0.06,#926d39,0.05,#77532d,0.05,#9da393,0.03,#b38e50,0.03,#5e4023,0.01,#8d948f
42,0.58,#c6bf93,0.1,#c3a669,0.1,#a0a697,0.07,#95713b,0.05,#b18f53,0.04,#858f90,0.03,#7f5c2f,0.02,#6e4c28
43,0.46,#c8c49e,0.13,#859296,0.11,#9da6a5,0.1,#c8af73,0.09,#97743f,0.05,#b39257,0.04,#6f4f2a,0.03,#815e33
44,0.4,#c5c29e,0.13,#849197,0.13,#99a4a6,0.1,#c4ac70,0.1,#91703e,0.05,#7c5a30,0.05,#684a29,0.05,#b29157
45,0.38,#c4c19e,0.16,#829199,0.09,#c3aa6e,0.09,#8e6d3c,0.08,#73522d,0.08,#b08f55,0.07,#97a3a6,0.05,#533b23
46,0.71,#b4985f,0.06,#745831,0.06,#503722,0.05,#76878e,0.05,#bca46c,0.04,#654629,0.01,#8b7041,0.01,#997945
47,0.3,#cab274,0.16,#ab874e,0.13,#3b2819,0.13,#714620,0.11,#8a612d,0.11,#bb9b5f,0.05,#95733e,0.0,#a07131
48,0.46,#ccb778,0.12,#bd9b5f,0.11,#ad884d,0.1,#402c1a,0.09,#91774a,0.07,#6e4621,0.06,#88602c,0.0,#a47434
49,0.35,#cab578,0.31,#c3a96c,0.13,#745b32,0.08,#9f8751,0.06,#886e3d,0.04,#7e6538,0.02,#8ca09d,0.01,#b59356
50,0.45,#c9b478,0.23,#c0a76b,0.12,#735a32,0.08,#a08853,0.07,#866c3c,0.02,#7c6437,0.01,#b0945c,0.01,#8b9f9c
51,0.7,#c6b074,0.13,#937a47,0.07,#715730,0.04,#7f6537,0.03,#785f34,0.02,#b5975c,0.01,#a9935d,0.0,#a99562
52,0.68,#c7b074,0.17,#917845,0.08,#71562f,0.02,#b99a5c,0.02,#816435,0.02,#b09055,0.01,#796035,0.01,#815729
53,0.84,#d6cc95,0.08,#342515,0.02,#bea268,0.02,#947646,0.02,#ab8c55,0.01,#876535,0.01,#6a4827,0.0,#6f533d
54,0.85,#d7cd96,0.09,#352615,0.02,#6d4a27,0.02,#bda36a,0.01,#836133,0.01,#937648,0.01,#aa8c57,,
55,0.81,#d7cd97,0.1,#362615,0.02,#856233,0.02,#baa068,0.02,#977948,0.01,#ab8d58,0.01,#6d4a26,0.0,#a5996a
56,0.38,#b99c5b,0.22,#a68c4f,0.15,#8da8b1,0.12,#95723b,0.06,#aebeb6,0.04,#ac8141,0.02,#9f864d,0.02,#714723
57,0.34,#b79a59,0.26,#a3894d,0.13,#8ca7b0,0.08,#8b6431,0.06,#aabbb5,0.06,#a68041,0.04,#31231a,0.03,#6a4523
58,0.33,#b79b5a,0.23,#a3894c,0.13,#8ca7b0,0.1,#8f6c37,0.06,#abbcb5,0.06,#a58142,0.05,#31261b,0.03,#6c4624
59,0.25,#c4a663,0.21,#a98e50,0.13,#8f6a34,0.13,#90aab2,0.1,#3f291b,0.07,#653d20,0.06,#b2bfb1,0.05,#9e854b
60,0.4,#58341d,0.21,#714320,0.11,#c3a462,0.1,#98733a,0.08,#8da8b2,0.04,#a88e51,0.04,#af8543,0.03,#b6c0b3
61,0.42,#55321d,0.32,#74441f,0.09,#8ba4ac,0.06,#c2a05d,0.06,#916731,0.03,#a1864a,0.01,#ae8441,0.01,#b6b59c
62,0.56,#693d1e,0.24,#4a2c1b,0.1,#835323,0.04,#859da7,0.03,#bb9a59,0.01,#a57a3a,0.01,#a6aea6,0.01,#a08348
63,0.41,#6f411f,0.22,#52301d,0.13,#c6a159,0.08,#8f6129,0.07,#ac7f3a,0.06,#849da6,0.03,#ba9046,0.01,#a8b0a5
64,0.27,#c8a760,0.22,#6e411f,0.14,#90682f,0.12,#89a5af,0.1,#502f1d,0.05,#c4bf98,0.05,#ad803b,0.05,#ac8e4e
65,0.27,#98783d,0.2,#c9ab68,0.13,#90a8af,0.11,#ae9253,0.1,#754722,0.08,#cfc798,0.06,#59351e,0.05,#b08744
66,0.43,#9a7b3f,0.17,#caae6c,0.12,#94aab0,0.09,#b19556,0.08,#d7cb94,0.05,#a68e53,0.04,#7d5227,0.03,#b38b48
67,0.33,#96763c,0.19,#c7ab69,0.13,#ab8f52,0.12,#ccc59a,0.1,#a58345,0.09,#8ea6af,0.03,#734a25,0.01,#402e1f
68,0.78,#d0c07f,0.11,#322519,0.05,#a8854c,0.04,#b3945a,0.01,#5e3e25,0.0,#7e6741,0.0,#74542e,0.0,#958865
69,0.83,#d1bf7c,0.15,#36271a,0.01,#614427,0.01,#856b41,0.0,#bb9c5b,0.0,#a38651,0.0,#76572e,0.0,#624d34
70,0.85,#d2bb76,0.11,#362618,0.02,#644225,0.01,#c8a45e,0.01,#866a41,0.0,#a88751,0.0,#79582f,0.0,#634f37
71,0.34,#ccb877,0.27,#bfa363,0.16,#af8e4f,0.13,#3e2c19,0.04,#684623,0.03,#896530,0.02,#8e7443,0.01,#a27836
72,0.47,#ccbd7e,0.13,#362a1a,0.11,#baa062,0.11,#5c4022,0.08,#a8894c,0.04,#826c41,0.04,#7b5d2f,0.0,#9a7333
73,0.29,#dbd395,0.21,#8d6935,0.14,#724a27,0.1,#b49257,0.1,#482e1d,0.1,#c8b373,0.05,#9e814b,0.02,#af7a3c
74,0.32,#ddd99c,0.17,#8d6936,0.16,#744925,0.11,#4c311e,0.1,#b7965b,0.07,#c9b071,0.06,#9f834d,0.01,#b47c3d
75,0.3,#dcd79a,0.17,#472c1c,0.15,#8b6431,0.14,#744523,0.08,#c2a668,0.08,#9a7d49,0.07,#b59156,0.0,#af7438
76,0.36,#bda25f,0.16,#3b2a18,0.13,#7f5e2d,0.11,#664321,0.08,#a58549,0.08,#d1ba72,0.06,#8d7546,0.01,#a17634
77,0.31,#bca365,0.3,#8a6d3a,0.08,#44311d,0.08,#684624,0.06,#a68952,0.06,#a67e40,0.05,#8babb6,0.05,#937c50
78,0.41,#bfa86a,0.22,#8e6f3c,0.11,#86a8b8,0.07,#a98243,0.06,#a98c55,0.06,#704d27,0.04,#533b21,0.04,#acbaa5
79,0.21,#422e1e,0.18,#d8c380,0.17,#7c5e34,0.14,#c1a76c,0.12,#684325,0.11,#917647,0.08,#ab8d56,0.0,#a87333
80,0.27,#cdb878,0.22,#3f2e1f,0.15,#614327,0.14,#836c42,0.09,#795a30,0.09,#a88a54,0.04,#b99c60,0.01,#a46e31
81,0.28,#4b3a27,0.18,#cfbb7c,0.14,#7f5f33,0.11,#8f7649,0.1,#6d4928,0.09,#ae8f58,0.09,#bea369,0.01,#a87434
82,0.25,#342518,0.24,#cbbd84,0.17,#654020,0.13,#805b2b,0.11,#ba9c5e,0.06,#a18047,0.03,#996b2d,0.02,#886f3f
83,0.21,#37291c,0.16,#c4b076,0.15,#633e1f,0.14,#836c41,0.14,#7c572a,0.11,#af9258,0.09,#9b7e48,0.02,#966a2d
84,0.29,#80693e,0.22,#443523,0.2,#b0965e,0.11,#7c5628,0.09,#a5864b,0.05,#673c1d,0.03,#9d793e,0.01,#514431
85,0.25,#a9905b,0.24,#9c8049,0.23,#715d39,0.08,#423524,0.08,#8f713b,0.07,#715026,0.04,#5f391c,0.01,#4c402e
86,0.72,#c9b370,0.15,#8eacbc,0.04,#b5bda4,0.03,#af8a46,0.03,#9a773b,0.02,#b19354,0.01,#815b28,0.01,#9c875b
87,0.7,#cab573,0.1,#9bb1b9,0.06,#87a7bc,0.04,#aa8d50,0.03,#b99a58,0.02,#c1a45f,0.02,#babd9f,0.02,#7a9cb5
88,0.61,#cbb978,0.12,#c6af6c,0.1,#8da3b4,0.07,#a5b2b1,0.06,#bea564,0.02,#b29b60,0.01,#bdbc9c,0.01,#9aa9b1
89,0.66,#cbb877,0.1,#93a5b0,0.08,#c1ad6d,0.06,#c2a864,0.04,#aeb5a7,0.03,#a0acae,0.02,#bebc98,0.01,#b1a374
90,0.5,#cbba79,0.23,#c5ad6a,0.09,#c4b171,0.05,#a7ada5,0.05,#98a6ad,0.03,#8f9ea8,0.03,#b4b69f,0.02,#bfbc97
91,0.28,#886932,0.27,#d0b46f,0.13,#321e10,0.1,#af8f4e,0.1,#6c401a,0.08,#e1d392,0.03,#947c47,0.02,#aa8039
92,0.21,#ccb16d,0.18,#362011,0.18,#856732,0.16,#ad9053,0.11,#693e1a,0.09,#dfd394,0.07,#967e47,0.01,#ac7e36
93,0.54,#ccb26e,0.16,#b79958,0.12,#94773f,0.1,#a6874a,0.03,#835d29,0.02,#683e1c,0.02,#432a17,0.0,#a1722c
94,0.59,#cbb16c,0.14,#b59656,0.13,#94773f,0.08,#a58649,0.02,#7e5726,0.02,#462b17,0.02,#693e1b,0.0,#a17129
95,0.59,#cbb16d,0.13,#b59756,0.12,#93763e,0.1,#a5864a,0.02,#815927,0.02,#683f1c,0.02,#432916,0.0,#a56e2a
96,0.53,#ccb36e,0.18,#b79958,0.11,#93773e,0.1,#a58649,0.03,#815c29,0.03,#673e1c,0.02,#402916,0.0,#a1712c
97,0.5,#d9bc70,0.24,#362617,0.07,#bfcbb0,0.06,#6b4420,0.05,#896831,0.04,#be9752,0.04,#b7893f,0.01,#a2c0c3
98,0.45,#dbc073,0.24,#342517,0.11,#becbb0,0.05,#a0bec3,0.05,#c19a55,0.05,#6a4822,0.03,#876833,0.02,#b68740
99,0.41,#dcc175,0.23,#342517,0.16,#bacab4,0.09,#9cbbc5,0.04,#664622,0.03,#846733,0.03,#bd9653,0.01,#b58640
100,0.35,#dcc175,0.24,#97b7c6,0.24,#362718,0.09,#c1caad,0.04,#674824,0.03,#806332,0.02,#bd9654,0.01,#8b7d5b
101,0.38,#322217,0.28,#ddc47d,0.09,#704c28,0.08,#c29f5c,0.07,#916c35,0.06,#8eb2c9,0.03,#b18440,0.01,#dccf94
102,0.38,#2f2017,0.32,#d9c07c,0.09,#886533,0.07,#8bb0c8,0.07,#684525,0.02,#b69354,0.02,#ddd294,0.02,#ae813c
103,0.34,#87b1cb,0.22,#2f2117,0.21,#ddc782,0.07,#e0d595,0.05,#6c4928,0.04,#7ca8c7,0.03,#8b6937,0.02,#bd9c5f
104,0.42,#2d1f16,0.24,#ddc680,0.12,#8baec7,0.08,#6a4726,0.06,#8a6937,0.04,#80a7c4,0.03,#bc9b5d,0.01,#c4c1a6
105,0.47,#2c1f15,0.22,#d8be78,0.12,#684625,0.11,#896a36,0.05,#bc9c5d,0.03,#b08845,0.01,#948560,0.0,#91a9be
106,0.32,#302116,0.23,#86622e,0.17,#684423,0.15,#d4b76f,0.07,#b69150,0.03,#a97f3c,0.01,#d8cb8f,0.01,#907d52
107,0.26,#8e6930,0.25,#302116,0.2,#6e4b25,0.14,#d5ba74,0.11,#bc9a58,0.04,#ab8442,0.01,#998150,0.0,#e4dfa3
108,0.25,#362116,0.23,#936d33,0.17,#704c25,0.16,#d8c07a,0.11,#bb9957,0.08,#ab8542,0.0,#9b8350,0.0,#e1dda5
109,0.25,#362115,0.21,#90692f,0.19,#d5bb74,0.13,#b79653,0.13,#6f4723,0.04,#a8823e,0.03,#e1cf89,0.01,#9a7f4b
110,0.36,#e0c170,0.21,#927540,0.16,#3c301f,0.08,#826634,0.08,#cfa65b,0.07,#bc914e,0.04,#745129,0.0,#b17634
111,0.37,#e0c06f,0.24,#90733e,0.16,#3c301f,0.08,#cea55b,0.06,#bb904d,0.05,#806232,0.03,#735028,0.0,#6e5936
112,0.38,#e0c070,0.23,#90743f,0.16,#3c301f,0.08,#cea55a,0.06,#816333,0.06,#ba8f4c,0.03,#724e28,0.0,#ae7533
113,0.37,#e0c170,0.22,#91743f,0.16,#3c301f,0.09,#cea55b,0.06,#816333,0.06,#ba904d,0.03,#724e28,0.0,#b07633
114,0.37,#e0c070,0.24,#90733e,0.16,#3c301f,0.09,#cea55b,0.06,#ba8f4c,0.05,#806232,0.03,#714d27,0.0,#ae7332
115,0.21,#917032,0.2,#392815,0.14,#9f8346,0.12,#b1904d,0.11,#6f4419,0.09,#87acb3,0.08,#d4b569,0.06,#d1cfa5
116,0.24,#947335,0.21,#3b2815,0.12,#a18548,0.1,#714619,0.09,#b3924f,0.09,#88acb3,0.08,#d4b66a,0.06,#d2cfa5
117,0.21,#3a2815,0.21,#916f32,0.13,#9e8345,0.12,#b08f4d,0.1,#84aab2,0.09,#6f4418,0.08,#d2b469,0.07,#d2cfa5
118,0.22,#917033,0.2,#372615,0.13,#ac8c4b,0.11,#80a7b1,0.1,#6a4117,0.08,#d2b469,0.08,#d0cea7,0.07,#9d8246
119,0.23,#937234,0.22,#382715,0.1,#84aab3,0.1,#9f8446,0.09,#b08f4d,0.09,#6d4317,0.09,#d3d0a6,0.08,#d2b46a
120,0.25,#372714,0.2,#927134,0.11,#d6d1a6,0.1,#9f8346,0.09,#6e4418,0.09,#b1904e,0.08,#d1b46b,0.08,#88acb3
121,0.26,#352515,0.17,#916f32,0.14,#d8d2a8,0.09,#af8e4d,0.09,#d0b26a,0.09,#6c4118,0.09,#85aab2,0.07,#9d8246
122,0.28,#2f2113,0.16,#d9d3a8,0.14,#8e6c30,0.11,#ccaf68,0.09,#ad8d4d,0.08,#84a9b2,0.08,#693f17,0.06,#9d8145
123,0.22,#66421f,0.22,#839a9d,0.15,#c5d0b3,0.15,#4a331b,0.11,#92743b,0.08,#688089,0.04,#aa8545,0.03,#d9bf75
124,0.22,#66421f,0.21,#82999c,0.17,#49321c,0.14,#c4cfb2,0.13,#917239,0.07,#687f87,0.03,#ab8543,0.03,#d9be75
125,0.23,#67421f,0.21,#49321b,0.19,#81989c,0.12,#907138,0.12,#c5d0b3,0.07,#697f87,0.03,#d9be76,0.03,#b89654
126,0.3,#67421f,0.21,#47301b,0.19,#7a9197,0.11,#906f37,0.08,#c3cdb0,0.05,#b79451,0.03,#d9bc73,0.03,#ab823e
127,0.37,#674420,0.18,#442c19,0.14,#788e94,0.11,#8f6e35,0.07,#c2ccaf,0.05,#d7ba70,0.05,#b59351,0.03,#ab833f
128,0.35,#684621,0.15,#432b18,0.11,#c1caad,0.1,#b49251,0.09,#8d6d34,0.09,#798f94,0.08,#d4b76d,0.04,#aa843f
129,0.31,#6a4720,0.14,#c1c9aa,0.12,#462b18,0.11,#b39352,0.1,#7e9296,0.09,#d2b76e,0.09,#8f6e34,0.04,#ab8641
130,0.28,#69451f,0.18,#c2c9a9,0.13,#b39453,0.1,#d2b870,0.1,#809396,0.09,#462b18,0.08,#8c6d34,0.04,#96a8a4
131,0.23,#6c4820,0.2,#c4caa7,0.12,#d1b770,0.11,#809396,0.11,#b59654,0.1,#4f2f19,0.08,#927238,0.04,#99a9a4
132,0.23,#6c451f,0.22,#c4c9a6,0.16,#d2ba73,0.1,#809396,0.09,#b59655,0.08,#8f6f36,0.07,#4b2c18,0.05,#98a8a4
133,0.46,#3a2818,0.19,#664423,0.17,#dad18d,0.09,#746132,0.07,#847645,0.01,#ab8f5c,0.0,#b7a56b,0.0,#b69d72
134,0.61,#302215,0.14,#663e21,0.12,#6e5f33,0.07,#7e7346,0.06,#dad08b,0.0,#a98759,0.0,#af9f6b,0.0,#a26639
135,0.55,#291d13,0.16,#6c5e31,0.14,#5f3b20,0.07,#dad18b,0.07,#7c7244,0.01,#a78452,0.0,#b0a26b,0.0,#9f6538
136,0.44,#2b1e14,0.25,#dcd590,0.13,#613d22,0.1,#6f6033,0.07,#7f7447,0.01,#a78a57,0.01,#b4a66c,0.0,#a16439
137,0.3,#8d6d39,0.25,#c8d9be,0.17,#d2ba74,0.08,#785428,0.08,#a1854d,0.07,#b89552,0.03,#654625,0.01,#b28743
138,0.34,#92733e,0.22,#c5dbc8,0.2,#d2bd79,0.07,#7e5a2c,0.06,#6e502b,0.05,#bb9a58,0.03,#a78c54,0.02,#b78f4a
139,0.35,#947642,0.22,#d2bf7c,0.22,#c5dbca,0.08,#73532c,0.05,#835f30,0.04,#bc9c5b,0.02,#ab9057,0.01,#b9934e
140,0.3,#947844,0.22,#c5dbca,0.19,#d3c281,0.09,#866535,0.08,#75562e,0.07,#c1a566,0.05,#ac9259,0.0,#bb944e
141,0.29,#917846,0.28,#cebd7d,0.2,#c5dbcb,0.1,#775b32,0.04,#866638,0.04,#bca366,0.03,#ab925b,0.01,#806d40
142,0.37,#8c7342,0.21,#cdbd7f,0.16,#ccd9ba,0.09,#a58c56,0.06,#b89b61,0.06,#725730,0.04,#806134,0.0,#7a673b
143,0.43,#856b3d,0.25,#c4af73,0.13,#d5d5a2,0.11,#aa8e57,0.03,#988251,0.03,#a28249,0.02,#221814,0.01,#694a27
144,0.42,#83683b,0.19,#c1a86d,0.13,#ac8f56,0.11,#d9d598,0.08,#1f1614,0.03,#96804f,0.02,#a28046,0.02,#694926
145,0.26,#7d6235,0.18,#aa8b51,0.18,#8d7444,0.17,#211714,0.12,#d5cc8f,0.06,#bea165,0.02,#684927,,
146,0.27,#201614,0.24,#7e6134,0.18,#a7854c,0.14,#8c7242,0.12,#d8cd8f,0.03,#c1a264,0.03,#664827,0.0,#9d763b
147,0.35,#221714,0.26,#826435,0.12,#d7c889,0.11,#907544,0.09,#a58349,0.03,#654627,0.02,#c6a666,0.01,#9f773c
148,0.4,#241814,0.27,#856535,0.11,#d9cd90,0.08,#907645,0.05,#a9864b,0.05,#ccad6c,0.03,#654727,0.0,#a0773c
149,0.44,#261914,0.24,#856534,0.12,#d9cc8e,0.09,#917544,0.06,#ccad6b,0.04,#ac884d,0.03,#654728,0.0,#a2783a
150,0.35,#dcc27b,0.18,#806538,0.13,#9a7f4b,0.12,#745932,0.09,#382f21,0.07,#b7975b,0.05,#caa966,0.0,#b27639
151,0.35,#dcc37c,0.16,#826739,0.14,#755a32,0.12,#997e4b,0.09,#b6965b,0.08,#382e21,0.05,#cbaa67,0.0,#b17437
152,0.36,#dbc27b,0.15,#816638,0.14,#755a32,0.12,#967a48,0.1,#b6955a,0.08,#372e21,0.04,#cba966,0.0,#b6a06d
153,0.36,#dcc37c,0.17,#826739,0.15,#755a32,0.1,#997d4a,0.09,#b6965b,0.08,#372e21,0.05,#cbaa67,0.0,#b7a06d
154,0.36,#dcc37c,0.2,#826739,0.13,#745932,0.1,#997e4b,0.08,#b6965b,0.08,#382f21,0.06,#cbaa67,0.0,#b17739
155,0.52,#291d11,0.16,#896a34,0.11,#e0e5af,0.1,#623f1d,0.08,#a78855,0.03,#977a46,0.01,#c2ab73,0.0,#9d7c3f
156,0.41,#2f1f12,0.25,#8c6e39,0.13,#a48552,0.12,#613f1e,0.07,#e1e6b3,0.02,#9c7c46,0.01,#977d4c,0.0,#cab47c
157,0.48,#281c10,0.26,#93733d,0.08,#e1eac2,0.07,#a98d5b,0.06,#63411f,0.04,#a07e49,0.01,#cdbc84,0.0,#9a8151
158,0.58,#24180e,0.15,#90703a,0.08,#9e814e,0.08,#e4f0c5,0.06,#62411f,0.05,#ac915f,0.0,#c7ba7f,,
159,0.61,#23180e,0.13,#a88a57,0.1,#8f723c,0.07,#e5f1c8,0.05,#60411f,0.03,#9d804e,0.01,#c9bd83,0.0,#a17e49
160,0.46,#281c0f,0.26,#90713d,0.1,#dfecc8,0.08,#a68756,0.07,#633f20,0.01,#9f7d4b,0.01,#c7bd86,0.01,#9a8051
161,0.31,#2c2011,0.3,#8e6d3c,0.2,#ddedd0,0.11,#664624,0.04,#a68b5b,0.02,#9f7c4d,0.01,#c6be89,0.01,#988255
162,0.33,#2f2313,0.27,#dff0d4,0.27,#8e6e3d,0.04,#a68b5c,0.04,#634821,0.03,#9e7c4d,0.01,#c6be88,0.0,#988256
163,0.39,#e1f2d8,0.25,#291e11,0.25,#8e6e3d,0.05,#644722,0.04,#a6895b,0.01,#9a8155,0.01,#9f7d4e,0.01,#c4bc85
164,0.55,#e0f2d9,0.21,#2a1d11,0.13,#8d6d3d,0.07,#644224,0.02,#a68a5d,0.01,#c5be89,0.01,#9f7d4f,0.0,#96815a
165,0.55,#def0d7,0.29,#291e12,0.07,#623e24,0.05,#ccc085,0.02,#81693e,0.01,#b09c6b,0.0,#958258,,
166,0.53,#352012,0.14,#7e6739,0.13,#89b0cb,0.07,#623d1d,0.06,#d2ba79,0.04,#aac9cf,0.01,#af9158,0.01,#8e7e5b
167,0.54,#352012,0.14,#7e6739,0.13,#89b0cb,0.08,#633d1e,0.06,#d3ba79,0.04,#acc9cc,0.01,#af9058,0.01,#917e57
168,0.54,#352012,0.14,#7e6739,0.14,#8bb1cb,0.07,#643e1e,0.06,#d3ba7a,0.03,#adcace,0.01,#b09157,0.01,#927f5a
169,0.53,#352013,0.14,#7e6639,0.14,#8ab1cb,0.07,#d2b978,0.06,#643f1f,0.03,#abc9ce,0.01,#af8f57,0.01,#917f5a
170,0.51,#352113,0.15,#7e6739,0.14,#8ab1cb,0.07,#633f1f,0.07,#d3ba79,0.04,#acc9cd,0.01,#b09157,0.01,#927f57
171,0.48,#352215,0.17,#7e6739,0.15,#8ab1cb,0.07,#d3ba79,0.06,#643f1f,0.04,#abcacf,0.01,#af9057,0.01,#948056
