pic,percentage1,hex1,percentage2,hex2,percentage3,hex3,percentage4,hex4,percentage5,hex5,percentage6,hex6,percentage7,hex7,percentage8,hex8
0,0.96,#070c08,0.02,#393a35,0.01,#2e2d25,0.0,#616765,0.0,#292720,0.0,#51504b,0.0,#262a26,0.0,#515551
1,0.97,#070c09,0.02,#3a3b36,0.01,#2e2d24,0.0,#6c6c61,0.0,#615d4c,0.0,#282a26,0.0,#282d2b,0.0,#2b2820
2,0.97,#070c08,0.02,#383a35,0.0,#2c2c26,0.0,#646761,0.0,#282822,0.0,#252a27,0.0,#524d43,0.0,#5a594e
3,0.95,#080c0a,0.03,#3b3c37,0.01,#2a2b26,0.0,#2f2d25,0.0,#2a2d2b,0.0,#6e6e67,0.0,#625c4c,0.0,#555a59
4,0.91,#070b09,0.04,#393933,0.02,#2d2c25,0.01,#292720,0.0,#616564,0.0,#524f47,0.0,#605b4f,0.0,#252a27
5,0.81,#13150f,0.16,#51483a,0.01,#35352d,0.01,#82765e,0.01,#31302a,0.0,#3c3426,0.0,#636057,0.0,#373327
6,0.98,#080d0a,0.02,#383a36,0.0,#2a2b27,0.0,#626766,0.0,#282823,0.0,#262a27,0.0,#262b2a,0.0,#505652
7,0.92,#030806,0.05,#222421,0.01,#3b3c39,0.01,#1b1c16,0.01,#171a16,0.0,#161b1a,0.0,#35352e,0.0,#32312d
8,0.95,#0b0f0c,0.03,#434541,0.01,#34332b,0.01,#6d716b,0.0,#2f2e28,0.0,#6d695a,0.0,#605c4e,0.0,#2d3230
9,0.97,#050907,0.02,#3f423f,0.0,#31322a,0.0,#666b6a,0.0,#2d2c26,0.0,#2a2f2c,0.0,#2b302f,0.0,#5c594a
10,0.95,#090d0b,0.03,#3f403c,0.01,#32312b,0.01,#2d2c26,0.0,#6a6d68,0.0,#676351,0.0,#5e5949,0.0,#2b302f
11,0.93,#0a0e0b,0.04,#41423c,0.01,#33322a,0.01,#6d6e68,0.0,#2e2d26,0.0,#5d594e,0.0,#2b2f2c,0.0,#676458
12,0.88,#090d0a,0.05,#45433b,0.04,#38352c,0.02,#322f27,0.0,#717470,0.0,#2e3331,0.0,#2e322e,0.0,#635f57
13,0.88,#0a0e0b,0.06,#43423a,0.04,#37342b,0.01,#322f26,0.0,#717470,0.0,#2f312a,0.0,#6f6a5a,0.0,#2e3231
14,0.97,#050907,0.02,#3c3f3c,0.0,#30312b,0.0,#656a69,0.0,#2d2c27,0.0,#2a2f2d,0.0,#58574f,0.0,#2a302f
15,0.96,#070b09,0.03,#3c3e3c,0.0,#30302a,0.0,#656b6a,0.0,#2e2d27,0.0,#2a2f2e,0.0,#2b2f2b,0.0,#575d5c
16,0.97,#050a08,0.02,#3d403d,0.0,#676b68,0.0,#31312b,0.0,#2d2c27,0.0,#2b2f2b,0.0,#5d5a52,0.0,#676256
17,0.97,#080d0a,0.02,#3c3f3c,0.0,#30302b,0.0,#666b6a,0.0,#2d2d28,0.0,#2b2f2c,0.0,#2b302f,0.0,#5a605c
18,0.93,#080d0a,0.04,#454744,0.01,#6d7270,0.01,#31302a,0.01,#35342e,0.0,#2d3330,0.0,#6b6a5f,0.0,#63635b
19,0.92,#0e110e,0.04,#444743,0.02,#36342d,0.02,#312f28,0.01,#717470,0.0,#6c685b,0.0,#655e4f,0.0,#2d3230
20,0.95,#0a0e0c,0.04,#434643,0.01,#6b706f,0.0,#35352e,0.0,#31302a,0.0,#2e3332,0.0,#5f6462,0.0,#2e3330
21,0.96,#050a07,0.03,#464946,0.01,#6c7270,0.0,#36362c,0.0,#31302a,0.0,#706e5c,0.0,#636055,0.0,#2e3332
22,0.95,#0a0e0b,0.04,#444744,0.01,#6b7170,0.0,#35352e,0.0,#31302b,0.0,#2e3332,0.0,#6b6959,0.0,#2e3330
23,0.96,#050a08,0.03,#444845,0.01,#6b716f,0.0,#36352d,0.0,#312f2a,0.0,#2d3230,0.0,#2e3332,0.0,#5f6462
24,0.93,#090e0b,0.05,#444745,0.01,#6c7271,0.0,#34352f,0.0,#30302c,0.0,#2d3330,0.0,#2e3433,0.0,#606663
25,0.93,#0d110e,0.05,#454744,0.01,#6d7270,0.01,#35352e,0.0,#313029,0.0,#646054,0.0,#6b695b,0.0,#2e3332
26,0.95,#0b100c,0.03,#484b47,0.0,#323635,0.0,#7f7f76,0.0,#636968,0.0,#32332e,0.0,#39372d,0.0,#746f5c
27,0.79,#0f120d,0.13,#514a3e,0.05,#3f392c,0.01,#363024,0.01,#7e7e76,0.0,#313635,0.0,#636967,0.0,#716858
28,0.94,#040907,0.04,#292a25,0.01,#474641,0.0,#202018,0.0,#1b1f1d,0.0,#1a1e19,0.0,#3d3d35,0.0,#3a3c39
29,0.95,#070c0a,0.04,#404340,0.01,#686e6c,0.0,#32322c,0.0,#2f2f28,0.0,#2d3230,0.0,#5c6260,0.0,#2c312d
30,0.95,#070b08,0.03,#434440,0.01,#696e6a,0.01,#34332a,0.0,#2f2c24,0.0,#6d6652,0.0,#605849,0.0,#2b2f2c
31,0.95,#090d0b,0.04,#3d403e,0.01,#676d6b,0.0,#30312c,0.0,#2f2d28,0.0,#2c3130,0.0,#5a605e,0.0,#2c302d
32,0.94,#0a0e0b,0.04,#41433f,0.01,#31322b,0.01,#676d6c,0.0,#2f2d27,0.0,#2c312f,0.0,#5a5f5e,0.0,#2c302c
33,0.95,#090d0b,0.03,#424542,0.01,#6b706e,0.0,#35342d,0.0,#312f29,0.0,#6e6b5a,0.0,#625e56,0.0,#2e322d
34,0.93,#0c100c,0.04,#474843,0.01,#39362c,0.01,#71746f,0.01,#332f25,0.0,#6a675b,0.0,#646153,0.0,#2f322e
35,0.95,#070c09,0.03,#434541,0.01,#36332b,0.01,#6a6e6a,0.01,#2f2d25,0.0,#5e5a4f,0.0,#5f605a,0.0,#2b302e
36,0.95,#060b09,0.03,#40423f,0.01,#666c6a,0.0,#2e2d27,0.0,#31322b,0.0,#5a5a50,0.0,#2b302f,0.0,#2a302d
37,0.96,#060b09,0.03,#414542,0.01,#686e6c,0.0,#32332c,0.0,#6b6756,0.0,#5f5b4e,0.0,#2e2d27,0.0,#2c3130
38,0.91,#0b0f0c,0.05,#40413c,0.02,#33322a,0.01,#2e2c25,0.01,#666c6a,0.0,#6a6555,0.0,#5e5948,0.0,#2a2f2c
39,0.99,#171916,0.01,#6b6e6c,0.0,#e5e9ec,0.0,#575751,0.0,#505759,0.0,#4d5355,0.0,#525550,0.0,#55534d
40,0.98,#181916,0.01,#6d706c,0.01,#5d5747,0.0,#575141,0.0,#e5e9eb,0.0,#50575a,0.0,#4d5356,0.0,#a6abb7
41,0.92,#191a16,0.03,#747062,0.03,#625c4c,0.01,#575143,0.0,#e5e9eb,0.0,#50575a,0.0,#4d5355,0.0,#9ca1ae
42,0.99,#161815,0.01,#6c6f6d,0.0,#e5e9eb,0.0,#585850,0.0,#505759,0.0,#4d5356,0.0,#53554f,0.0,#554f43
43,0.99,#151715,0.01,#6b6e6c,0.0,#e5e9ec,0.0,#595951,0.0,#50575a,0.0,#4d5356,0.0,#56534c,0.0,#53564f
44,0.95,#181815,0.02,#605949,0.01,#585043,0.01,#6f706a,0.0,#e4e9ec,0.0,#505759,0.0,#4d5356,0.0,#525651
45,0.96,#161715,0.01,#737267,0.01,#625d4c,0.01,#565142,0.0,#e5e9eb,0.0,#515759,0.0,#4d5355,0.0,#b6b8a4
46,0.98,#151614,0.01,#6c6f6d,0.0,#e4e9eb,0.0,#564e3e,0.0,#565850,0.0,#505759,0.0,#4d5355,0.0,#53564f
47,0.99,#161816,0.0,#e5e9eb,0.0,#727779,0.0,#505759,0.0,#4d5355,0.0,#b9baa7,0.0,#9fa5b0,,
48,0.98,#161815,0.01,#6a7070,0.0,#e5e9ec,0.0,#575041,0.0,#5f5745,0.0,#515758,0.0,#4d5356,0.0,#b8b9a5
49,0.99,#141614,0.01,#6b7171,0.0,#e4e8ea,0.0,#515758,0.0,#4d5356,0.0,#9ca2ae,0.0,#505653,,
50,0.99,#141614,0.01,#6b7071,0.0,#e5e9eb,0.0,#515758,0.0,#4d5356,0.0,#b7b8a6,0.0,#505653,0.0,#a8aaa5
51,0.99,#131514,0.01,#6b7071,0.0,#e4e9eb,0.0,#515758,0.0,#4c5356,0.0,#b4b3a0,0.0,#505653,0.0,#9ea4b0
52,0.99,#101211,0.01,#6c7171,0.0,#e4e8ea,0.0,#515758,0.0,#4d5356,0.0,#505653,0.0,#bdbba8,0.0,#9da3af
53,0.99,#0d100e,0.0,#6e7374,0.0,#e3e8ea,0.0,#515758,0.0,#4d5356,0.0,#4f5553,0.0,#9ea4b0,0.0,#babba8
54,0.99,#0f1210,0.0,#6b7072,0.0,#e4e8ea,0.0,#515759,0.0,#4d5356,0.0,#b2b29f,0.0,#4f5553,0.0,#9fa5b0
55,0.99,#141615,0.01,#6b7071,0.0,#e3e7ea,0.0,#515758,0.0,#4e5356,0.0,#a0a4b1,0.0,#505553,,
56,0.99,#151716,0.01,#686d70,0.01,#e2e5e9,0.0,#515759,0.0,#4d5255,0.0,#515553,0.0,#a0a5ae,0.0,#a8aaa8
57,0.98,#131514,0.01,#e6e9ed,0.01,#6d7175,0.0,#515759,0.0,#4d5256,0.0,#9ea2ac,0.0,#a6aeb9,0.0,#505553
58,0.98,#141615,0.01,#e7ebee,0.01,#6a6f73,0.0,#515759,0.0,#4c5256,0.0,#4f5553,0.0,#a3a7b1,0.0,#a8aeb0
59,0.98,#151716,0.01,#ecf0f3,0.01,#6a6f73,0.0,#515759,0.0,#4c5256,0.0,#515553,0.0,#a3a7af,0.0,#a8abb4
60,0.98,#151716,0.01,#edf0f4,0.01,#6b6f73,0.0,#515759,0.0,#4c5256,0.0,#505553,0.0,#a7aab0,0.0,#a2a7b3
61,0.98,#141615,0.01,#eef1f4,0.01,#6a6f73,0.0,#515759,0.0,#4c5256,0.0,#505553,0.0,#a8aab0,0.0,#a2a7b3
62,0.98,#0f1211,0.01,#eef1f4,0.01,#6a6f73,0.0,#4e5458,0.0,#52585a,0.0,#525755,0.0,#a8abae,0.0,#a2a7b3
63,0.95,#0d100f,0.04,#363735,0.01,#2f2f2d,0.0,#32322e,0.0,#2e3031,0.0,#2b2f30,0.0,#656b6a,0.0,#2c3233
64,0.61,#363029,0.18,#623d37,0.12,#6b5d54,0.02,#454449,0.02,#6a4b48,0.02,#ada79d,0.02,#9a685f,0.01,#5a513f
65,0.5,#40372d,0.25,#84786a,0.11,#6c5548,0.05,#c98571,0.04,#706353,0.04,#f9f3ef,0.01,#c76d53,0.0,#e7ba9f
66,0.33,#322626,0.29,#783023,0.16,#f37645,0.09,#948677,0.05,#bb472c,0.04,#ea9768,0.02,#dbd0c1,0.01,#775f4e
67,0.76,#2b2622,0.11,#867a73,0.04,#5a4b42,0.04,#cec3bc,0.03,#665a4e,0.01,#b5a99f,0.01,#ac9d94,0.0,#484b5a
68,0.67,#2a2521,0.13,#877c73,0.08,#d5ccc3,0.06,#5c4f45,0.03,#b0a298,0.03,#685d50,0.02,#bbb0a4,0.0,#4b4e5d
69,0.78,#26221f,0.09,#877b75,0.05,#5b4d44,0.03,#d2c8c1,0.02,#b1a39a,0.02,#675c51,0.01,#bcb0a4,0.0,#494d5f
70,0.73,#26221f,0.09,#867b73,0.06,#d6ccc3,0.05,#5c4f45,0.04,#685d4e,0.02,#b0a498,0.01,#bcb1a4,0.0,#4a4e5e
71,0.82,#27231f,0.07,#877c76,0.04,#5b4d43,0.03,#d2c8c0,0.02,#b1a299,0.01,#bdb0a5,0.01,#675d51,0.0,#4a4f62
72,0.81,#2a2520,0.1,#81756e,0.03,#5a4b42,0.03,#cbc1b9,0.01,#62574c,0.01,#ac9d95,0.01,#b4a79c,0.0,#6b4e56
73,0.73,#27231f,0.1,#867b72,0.07,#5a4e41,0.04,#655a4c,0.03,#cfc6bd,0.02,#b8aca0,0.01,#aea096,0.0,#454a5d
74,0.45,#2d2628,0.33,#767068,0.13,#635947,0.08,#5b413f,0.01,#c8bbb7,0.01,#ae858d,0.0,#3f455b,0.0,#734b57
75,0.45,#332a2b,0.3,#7d766e,0.11,#5c4943,0.11,#685d4b,0.02,#dcd1ce,0.01,#b29493,0.0,#424962,0.0,#774f5b
76,0.5,#302526,0.29,#7c756d,0.11,#5e433e,0.08,#685d4c,0.01,#d6ccc7,0.01,#b69197,0.0,#444a62,0.0,#7a4f5d
77,0.53,#302122,0.27,#7c766e,0.11,#5e3f3c,0.07,#645b4c,0.01,#d0c8c2,0.0,#b19896,0.0,#414861,0.0,#774f5b
78,0.57,#2f1f21,0.2,#79736c,0.17,#5d3e3b,0.04,#645b4e,0.01,#d6cec9,0.01,#b29997,0.0,#414860,0.0,#baaea5
79,0.48,#2f2427,0.26,#613936,0.19,#827971,0.03,#6b5e50,0.02,#dbd0cc,0.01,#b59a99,0.0,#7d515c,0.0,#424960
80,0.49,#2d2325,0.24,#613936,0.21,#8c837a,0.04,#6b5d50,0.01,#dbcfca,0.01,#b39795,0.0,#434b63,0.0,#7b525b
81,0.42,#292325,0.29,#8f867d,0.22,#613a37,0.05,#6b5d50,0.01,#b29898,0.01,#d7cdc6,0.0,#434b66,0.0,#7a525b
82,0.39,#262225,0.31,#8e867d,0.21,#613a37,0.04,#ada69d,0.04,#6b5f51,0.01,#d8cec7,0.0,#424b68,0.0,#b5aea3
83,0.36,#272325,0.31,#8c837a,0.17,#613c3a,0.06,#b0aea3,0.04,#ada69d,0.04,#695e51,0.01,#d4cac3,0.01,#404968
84,0.36,#282224,0.35,#8d857b,0.13,#613c3c,0.08,#b2b0a6,0.02,#675d4f,0.02,#af9f9b,0.02,#c1bdb4,0.01,#3c4666
85,0.38,#252224,0.33,#8b847a,0.1,#633e3e,0.07,#bbb9b0,0.06,#b1b1a6,0.03,#665d4f,0.01,#ada49c,0.01,#3c4668
86,0.37,#242225,0.32,#8a847b,0.11,#babab0,0.08,#613e3b,0.06,#b1b0a6,0.03,#675e50,0.01,#ada29b,0.01,#3a4466
87,0.69,#2b2420,0.11,#513435,0.1,#59523f,0.09,#676051,0.0,#65424a,0.0,#a39a95,0.0,#8f827b,0.0,#3c3e4d
88,0.77,#2f2623,0.12,#5b483f,0.08,#645c4a,0.03,#7b736a,0.0,#d8d1cb,0.0,#4d525d,0.0,#b2a39c,0.0,#51595f
89,0.78,#2e2624,0.12,#5d4740,0.07,#655d4c,0.03,#7c736a,0.0,#ded6d5,0.0,#b5969b,0.0,#7c525d,0.0,#4a515e
90,0.8,#2e2625,0.1,#5d4340,0.06,#655e4c,0.04,#7b726c,0.0,#474c5e,0.0,#d6d2d1,0.0,#b39a9d,0.0,#939bb6
91,0.81,#2d2625,0.09,#5e4140,0.06,#645d4c,0.04,#797066,0.0,#d7cbce,0.0,#42495c,0.0,#6e4f5a,0.0,#b0979a
92,0.81,#2d2525,0.09,#5d4140,0.05,#655d4c,0.04,#7a7066,0.0,#3f4760,0.0,#d0ccd0,0.0,#754e5b,0.0,#515969
93,0.79,#2d2524,0.09,#5d4040,0.06,#655d4c,0.05,#7c7069,0.0,#764e5e,0.0,#3e4760,0.0,#b08f9e,0.0,#cecace
94,0.76,#2e2524,0.11,#5c3e3e,0.08,#665e4c,0.04,#7c7169,0.0,#ddccd5,0.0,#404861,0.0,#70505c,0.0,#b1919e
95,0.72,#2e2625,0.11,#5e3d40,0.08,#655d4d,0.07,#7e726b,0.01,#dac6d1,0.0,#b195a1,0.0,#744f5c,0.0,#c0a0b3
96,0.68,#2e2626,0.13,#5c4040,0.1,#7d756b,0.08,#665e4f,0.0,#6c525c,0.0,#d3cdd1,0.0,#434a60,0.0,#b0a3a1
97,0.72,#292322,0.14,#7b7369,0.09,#5f5648,0.03,#5d3b3f,0.01,#514d41,0.0,#d1b5c4,0.0,#3b4157,0.0,#4d525f
98,0.7,#2a2324,0.18,#7c756e,0.06,#5b4144,0.03,#dbd8d7,0.03,#645b4f,0.0,#ada39f,0.0,#484a59,0.0,#b2aca6
99,0.72,#2b2326,0.17,#7c766f,0.05,#5b4043,0.03,#dbd7d7,0.02,#645c4f,0.0,#474a5a,0.0,#ada3a1,0.0,#6a4f58
100,0.72,#2b2225,0.16,#7c756e,0.06,#5c3f43,0.03,#645b4f,0.03,#dcd9d9,0.0,#ada2a0,0.0,#694f58,0.0,#b2aca7
101,0.71,#2b2225,0.17,#7c746d,0.06,#5c3f43,0.03,#645b4f,0.03,#dedbdb,0.0,#ada4a1,0.0,#444758,0.0,#695059
102,0.76,#292426,0.11,#5c4b43,0.07,#68614e,0.05,#7c7366,0.01,#dbccd6,0.0,#b78b92,0.0,#7f525f,0.0,#3f4864
103,0.76,#292426,0.1,#5c4b43,0.07,#67604d,0.06,#7b7265,0.0,#daccd8,0.0,#b88890,0.0,#3d4663,0.0,#80515e
104,0.76,#292426,0.11,#5c4b43,0.07,#69624f,0.05,#7c7468,0.01,#d8cbd6,0.0,#b98a92,0.0,#414965,0.0,#7c525f
105,0.74,#292426,0.11,#5c4c43,0.08,#68614f,0.06,#7c7468,0.0,#b69193,0.0,#d8cad8,0.0,#424a68,0.0,#7d515f
106,0.66,#312c2b,0.19,#827971,0.07,#5b4c48,0.05,#655e4f,0.02,#d3cdc8,0.01,#afa39c,0.01,#bab3a1,0.0,#69525b
107,0.65,#312c2b,0.18,#847b73,0.07,#5c4d48,0.06,#665e50,0.02,#d5d0cb,0.01,#afa39b,0.01,#bab3a3,0.0,#69525d
108,0.64,#302c2a,0.19,#837a72,0.07,#5b4b48,0.05,#655d4f,0.03,#d5d1cb,0.01,#afa29b,0.01,#b8b1a2,0.0,#474c5c
109,0.64,#312c2b,0.17,#837a72,0.07,#5c4c48,0.05,#665f4f,0.04,#d6d2cd,0.01,#afa49c,0.01,#b9b3a4,0.0,#43495d
110,0.63,#312c2b,0.18,#837a72,0.06,#5c4a47,0.06,#655d4f,0.05,#d4d2cc,0.01,#aea39b,0.01,#b7b1a3,0.0,#43485c
111,0.62,#302b2a,0.2,#837a72,0.06,#5b4946,0.05,#d5d2cd,0.05,#645d4e,0.01,#aea39c,0.01,#b7b1a3,0.0,#44495b
112,0.61,#302b2a,0.21,#837a73,0.06,#5c4947,0.05,#d6d3cd,0.05,#645d4e,0.01,#afa39c,0.01,#b6b1a3,0.0,#44485a
113,0.6,#302b29,0.21,#837a73,0.06,#5b4b47,0.05,#d4d1cb,0.05,#655e4f,0.01,#afa39c,0.01,#b8b1a3,0.0,#6a4f5b
114,0.6,#302c2a,0.2,#847b73,0.07,#5b4b47,0.05,#655d4f,0.05,#d4d0ca,0.02,#b0a39c,0.01,#b9b1a4,0.0,#6a525c
115,0.6,#302b29,0.21,#827971,0.06,#d3cfc9,0.05,#5b4b47,0.04,#645c4d,0.02,#afa39b,0.01,#b8b0a3,0.0,#46495a
116,0.61,#302a29,0.2,#837a73,0.06,#d4d0ca,0.05,#5b4b46,0.05,#645c4e,0.02,#afa39b,0.01,#b8b0a3,0.0,#45495c
117,0.6,#302a29,0.2,#847b73,0.06,#d5d1cb,0.06,#5b4945,0.05,#655d4f,0.02,#afa29b,0.01,#b8b0a4,0.0,#68505b
118,0.6,#302a29,0.2,#847b73,0.06,#5b4945,0.06,#d5d1cb,0.05,#645d4e,0.02,#afa39b,0.01,#b8b0a4,0.0,#6e4e5a
119,0.6,#2f2b29,0.2,#837a72,0.06,#645c4e,0.05,#d5d0ca,0.05,#5b4a46,0.02,#afa29b,0.01,#b9b0a3,0.0,#43495c
120,0.6,#312b2a,0.2,#837a72,0.06,#5a4a45,0.06,#d5d0ca,0.05,#645c4e,0.02,#afa39b,0.01,#b9b0a4,0.0,#6a505a
121,0.59,#302b2a,0.2,#837a72,0.06,#5b4b46,0.06,#d5d1cb,0.05,#655d4f,0.02,#afa39b,0.01,#b8b0a3,0.0,#64515c
122,0.6,#302b2a,0.21,#817971,0.06,#d4d0ca,0.06,#5b4b47,0.04,#645c4d,0.02,#b0a39b,0.01,#b9b0a3,0.0,#41475a
123,0.62,#302b2a,0.2,#837a73,0.06,#5b4b48,0.05,#655e4f,0.04,#d4d0ca,0.02,#afa39b,0.01,#bab1a4,0.0,#464a5d
124,0.65,#302c2a,0.19,#847a73,0.06,#5c4b48,0.04,#675e50,0.03,#d2cec9,0.01,#afa39c,0.01,#bab2a3,0.0,#71505c
125,0.64,#312c2b,0.2,#847b73,0.07,#5d4d49,0.04,#675f50,0.03,#d4cfca,0.01,#b0a49c,0.01,#bab2a4,0.0,#43495e
126,0.65,#302c2a,0.19,#847b73,0.06,#5b4a47,0.05,#655e4f,0.03,#d3cfca,0.01,#afa39b,0.01,#b9b1a3,0.0,#44495d
127,0.64,#302c2a,0.19,#837a72,0.06,#5c4c48,0.06,#655e50,0.03,#d4d0cb,0.01,#afa29b,0.01,#b9b2a4,0.0,#44495d
128,0.64,#312c2b,0.2,#827972,0.06,#5c4b48,0.05,#655d4f,0.03,#d3cec9,0.01,#afa19c,0.01,#b9b2a1,0.0,#42485b
129,0.65,#312c2b,0.18,#827971,0.08,#5c4c49,0.05,#655e50,0.03,#d4d0cb,0.01,#afa49d,0.01,#b9b3a2,0.0,#6a515c
130,0.65,#312c2b,0.19,#827971,0.06,#5c4b48,0.05,#645d4f,0.03,#d4cfca,0.01,#b0a29d,0.01,#b8b2a1,0.0,#41465b
131,0.69,#302c2b,0.12,#7c756c,0.09,#635d4c,0.08,#5c4544,0.01,#d0c6cd,0.01,#42485f,0.01,#b09d95,0.0,#744d5b
132,0.67,#2e2b2b,0.12,#625c4c,0.11,#7c746c,0.07,#5c4644,0.01,#d0c1c6,0.0,#b19794,0.0,#764c5a,0.0,#43495c
133,0.72,#312e2d,0.09,#857d72,0.08,#5f4d48,0.08,#696251,0.01,#d7c8ce,0.01,#b19c97,0.0,#4c5166,0.0,#795563
134,0.69,#312d2c,0.1,#857c72,0.1,#686251,0.09,#604c48,0.01,#b29e95,0.01,#d0c6c6,0.0,#444b67,0.0,#7c5562
135,0.66,#2f2b2b,0.12,#66604f,0.1,#857c71,0.09,#5d4845,0.01,#b29e95,0.01,#d2c9c7,0.0,#414965,0.0,#7b5260
136,0.77,#2b2a28,0.1,#837e7c,0.08,#e0dedf,0.03,#59544d,0.01,#625c55,0.01,#aea6a5,0.0,#afaaae,0.0,#b5aeaa
137,0.78,#2d2d29,0.11,#7c7775,0.05,#d4d0d2,0.04,#58534c,0.01,#5f5b52,0.01,#ada6a2,0.0,#5b5757,0.0,#b6ada7
138,0.72,#2f2e2b,0.1,#dedbdd,0.1,#837e7b,0.04,#5b554e,0.02,#625d56,0.01,#aea7a4,0.0,#b5aea9,0.0,#afabad
139,0.7,#302f2c,0.11,#807b79,0.1,#ddd9db,0.05,#5a554e,0.02,#625d56,0.01,#aea6a4,0.0,#b6aeaa,0.0,#afaaad
140,0.69,#302f2c,0.12,#807c79,0.11,#dfdbdd,0.05,#5a554e,0.02,#625d56,0.01,#aea6a4,0.0,#b6aea9,0.0,#afaaae
141,0.74,#302f2d,0.11,#7e7a78,0.08,#dfdcde,0.04,#59544e,0.01,#615c54,0.01,#afa7a4,0.0,#b6aea8,0.0,#aeaaad
142,0.77,#2a2a28,0.12,#7f7a79,0.05,#dedcdd,0.04,#59534e,0.01,#605b55,0.01,#ada7a5,0.0,#b5ada9,0.0,#aeaaac
143,0.68,#292928,0.13,#7e7977,0.12,#e4e1e3,0.05,#5a5551,0.02,#625d57,0.01,#aea6a4,0.0,#b5aea9,0.0,#afaaae
144,0.69,#282927,0.15,#7b7572,0.11,#e6e4e5,0.04,#595450,0.01,#605c56,0.01,#ada7a5,0.0,#aeaaad,0.0,#b4aea9
145,0.62,#272827,0.16,#e7e4e5,0.15,#7f7977,0.04,#58534e,0.02,#615c56,0.02,#aea6a4,0.0,#b5adaa,0.0,#aeaaad
146,0.73,#2b252a,0.11,#614747,0.09,#6d6555,0.06,#7c7169,0.0,#dbcdd2,0.0,#745562,0.0,#b7969b,0.0,#464d61
147,0.75,#2b252a,0.1,#624848,0.09,#6d6555,0.05,#7c7269,0.0,#dacdd2,0.0,#725562,0.0,#b7989b,0.0,#424a61
148,0.74,#2a2429,0.1,#614647,0.08,#6b6353,0.06,#7a7167,0.0,#735460,0.0,#daced4,0.0,#3e475f,0.0,#b39498
149,0.75,#292429,0.1,#624447,0.08,#6b6354,0.05,#7d726a,0.0,#dacfd4,0.0,#b49697,0.0,#414a62,0.0,#745461
150,0.76,#292428,0.09,#624245,0.07,#786e65,0.06,#686051,0.01,#3c455d,0.01,#76505c,0.0,#dbced2,0.0,#b59196
151,0.76,#2a2429,0.09,#624245,0.07,#796f66,0.07,#686051,0.0,#daced2,0.0,#3c455d,0.0,#74515d,0.0,#b49396
152,0.76,#2a2429,0.09,#624446,0.07,#6a6252,0.06,#7a7067,0.0,#3e475f,0.0,#d8cbd0,0.0,#74525e,0.0,#b5979a
153,0.78,#2a2429,0.09,#634648,0.08,#6c6455,0.04,#7f736c,0.0,#dbcfd6,0.0,#745462,0.0,#414962,0.0,#b69599
154,0.86,#232421,0.07,#7d7875,0.04,#dcd7d9,0.02,#5a554e,0.01,#615c54,0.01,#afa7a4,0.0,#4e575a,0.0,#535c5e
155,0.72,#2d2d2a,0.16,#7e7975,0.05,#d7d3d4,0.04,#59544e,0.02,#615c55,0.01,#aea6a3,0.0,#b5ada8,0.0,#535a5b
156,0.81,#2a2927,0.1,#7e7976,0.04,#d8d4d6,0.03,#58544d,0.01,#605b53,0.0,#aca6a4,0.0,#aea9ad,0.0,#59575a
157,0.75,#2f2e2b,0.13,#7c7774,0.06,#dbd7d9,0.04,#58534c,0.02,#605b53,0.01,#ada6a3,0.0,#b5ada9,0.0,#ada9ad
158,0.75,#292526,0.09,#5c4b47,0.09,#766e67,0.06,#665f52,0.0,#cec2c6,0.0,#68555d,0.0,#b29f9e,0.0,#4a4d62
159,0.75,#262525,0.09,#756d67,0.07,#655e52,0.07,#5d4e49,0.01,#d1cfd4,0.0,#71515f,0.0,#4d505f,0.0,#b39b9a
160,0.78,#252324,0.09,#675f52,0.08,#5c4b47,0.04,#79706f,0.0,#cec6cd,0.0,#72525f,0.0,#b1999d,0.0,#4a4f60
161,0.73,#38332a,0.17,#787268,0.05,#5e473d,0.04,#5d5543,0.01,#c1b3a8,0.0,#b17b81,0.0,#864954,0.0,#434655
162,0.78,#37332a,0.15,#78736a,0.04,#604a40,0.01,#814b54,0.01,#50504f,0.01,#625a46,0.0,#c8b9af,0.0,#b27e82
163,0.77,#363129,0.13,#767068,0.04,#59483c,0.04,#5a5341,0.01,#bcab9f,0.01,#3f4254,0.01,#824953,0.0,#a88a81
164,0.73,#363129,0.12,#746d67,0.07,#58513f,0.04,#59463b,0.02,#baa99e,0.01,#3c415e,0.01,#864551,0.01,#a67a7b
165,0.75,#332e27,0.09,#56493b,0.08,#716a64,0.05,#595240,0.01,#bba99e,0.01,#a2837c,0.01,#854652,0.01,#373c59
166,0.76,#353028,0.08,#726760,0.06,#58513e,0.04,#57473b,0.02,#393e58,0.02,#b06270,0.01,#b8a59a,0.01,#824650
167,0.67,#3b322b,0.19,#817c74,0.1,#5f5448,0.03,#696050,0.01,#efeded,0.0,#64595a,0.0,#b3a09c,0.0,#595e5a
168,0.67,#3d342c,0.2,#827c74,0.09,#605449,0.03,#6a6051,0.01,#ede9e8,0.0,#ba999b,0.0,#6a595c,0.0,#505363
169,0.65,#3c332b,0.19,#827d75,0.11,#605549,0.04,#6a6052,0.01,#ede9e8,0.0,#b89c9a,0.0,#6e595d,0.0,#4c4f68
170,0.67,#3c332b,0.21,#807a72,0.07,#605347,0.03,#685e4e,0.01,#ebe9e8,0.0,#665858,0.0,#bc9999,0.0,#4d5066
