pic,percentage1,hex1,percentage2,hex2,percentage3,hex3,percentage4,hex4,percentage5,hex5,percentage6,hex6,percentage7,hex7,percentage8,hex8
0,0.48,#171917,0.18,#a5a8a8,0.18,#66696f,0.09,#7d828d,0.03,#41535a,0.02,#38434d,0.02,#8f8991,0.01,#849299
1,0.53,#161816,0.17,#63686e,0.14,#a3a7a7,0.08,#7a808c,0.03,#36434c,0.02,#8c8991,0.02,#3f535d,0.01,#81939c
2,0.56,#151716,0.16,#a8aaa9,0.16,#61666d,0.06,#7b808d,0.02,#3e4d54,0.02,#313d4a,0.01,#838f96,0.01,#8c8790
3,0.61,#151716,0.14,#61676c,0.13,#aaadab,0.05,#7c828d,0.02,#3f4e55,0.02,#323e4c,0.01,#869197,0.0,#585238
4,0.65,#151716,0.13,#afb1ad,0.12,#62686b,0.04,#7b848f,0.02,#34404c,0.02,#405158,0.01,#87989d,0.01,#605836
5,0.62,#161716,0.16,#abaeab,0.13,#636568,0.04,#79818d,0.02,#3e5056,0.01,#344049,0.01,#918a90,0.01,#82979d
6,0.6,#161716,0.17,#adb2ae,0.14,#61666a,0.03,#788290,0.02,#3e4f55,0.01,#35404a,0.01,#8397a0,0.01,#544f39
7,0.6,#161816,0.15,#a9abab,0.13,#63676d,0.05,#7d8290,0.03,#425056,0.02,#3b454b,0.01,#918a93,0.01,#85949f
8,0.29,#73879f,0.17,#2b2c2e,0.14,#3f5e7d,0.13,#97a9b4,0.11,#394a65,0.08,#879cae,0.08,#676c7b,0.01,#426f92
9,0.3,#6b809a,0.18,#2a2b2c,0.17,#92a5b2,0.11,#416180,0.08,#5c6a80,0.08,#36455e,0.06,#8196ab,0.02,#406d90
10,0.42,#6e819b,0.19,#272828,0.11,#94a8b5,0.08,#426182,0.07,#626c83,0.07,#36445d,0.04,#8499ad,0.02,#456d8f
11,0.45,#6e809b,0.18,#2a2b2b,0.11,#94a8b4,0.07,#35425a,0.06,#61697d,0.06,#8497ab,0.04,#426b8f,0.04,#415e7c
12,0.41,#70839d,0.18,#2e3031,0.13,#94a7b4,0.08,#8598ac,0.07,#37455d,0.06,#686e82,0.04,#456280,0.04,#456f91
13,0.58,#1c1f19,0.32,#a8aeb3,0.05,#616266,0.02,#35404a,0.01,#3c4952,0.01,#798190,0.0,#80919b,0.0,#474038
14,0.65,#1d1f19,0.28,#a7adb4,0.04,#5f6065,0.02,#354049,0.01,#3c4751,0.0,#4b483f,0.0,#473f37,0.0,#7a7e8e
15,0.63,#191b16,0.28,#9ba4ae,0.04,#5c5f65,0.02,#333e47,0.01,#727c8f,0.01,#3e4a53,0.01,#808e9f,0.0,#494036
16,0.24,#aabec1,0.21,#333243,0.18,#656e81,0.15,#7287a0,0.1,#3b466a,0.08,#8ba3b3,0.03,#4b5f83,0.01,#3f73a0
17,0.25,#a8bcc0,0.24,#666f80,0.16,#7186a0,0.14,#2e2e3e,0.12,#3c476a,0.06,#8aa3b3,0.02,#4c6284,0.01,#555564
18,0.28,#666f7f,0.25,#aabdc0,0.13,#7389a2,0.12,#2f3040,0.11,#3e496d,0.06,#8aa4b3,0.04,#4b6285,0.01,#555665
19,0.9,#130f12,0.07,#bfbaba,0.02,#6b5b6b,0.01,#443f50,0.0,#594556,0.0,#887790,0.0,#4b4f5d,0.0,#5c3e3e
20,0.82,#151214,0.14,#c2bcba,0.02,#665b6d,0.01,#3f3f50,0.01,#574555,0.0,#827590,0.0,#9d869b,0.0,#583c3f
21,0.96,#120e10,0.02,#bfbabb,0.01,#675c6c,0.0,#8c8499,0.0,#454354,0.0,#5c4241,0.0,#624658,0.0,#4c5360
22,0.94,#120e10,0.04,#beb9ba,0.01,#625a6a,0.0,#3d3e50,0.0,#837a92,0.0,#523c3d,0.0,#444b59,0.0,#9d7177
23,0.29,#5d6879,0.27,#7f8ea4,0.21,#67829f,0.13,#2e2d3d,0.03,#787d86,0.03,#567496,0.02,#6c7a86,0.02,#3a3f56
24,0.31,#606b7b,0.23,#6d85a1,0.19,#8191a6,0.13,#313143,0.06,#5c7998,0.03,#3e445a,0.03,#42536a,0.02,#7d8289
25,0.31,#5d6878,0.24,#7c8da2,0.18,#69839f,0.11,#2d2d3e,0.09,#5e7896,0.03,#3a3f55,0.02,#757883,0.02,#3d4f65
26,0.32,#5b6676,0.28,#798ca1,0.16,#66819d,0.11,#2c2b3b,0.08,#5d7694,0.02,#363d52,0.02,#717781,0.02,#777d84
27,0.95,#0d0c0c,0.03,#d6d5c7,0.01,#656871,0.0,#40464f,0.0,#8f919b,0.0,#49545d,0.0,#9ba1a4,0.0,#52494f
28,0.89,#100f0f,0.08,#dcd9c8,0.01,#696a73,0.01,#3c464c,0.0,#909098,0.0,#4c5359,0.0,#9ba0a5,0.0,#a3989f
29,0.82,#161616,0.11,#cccdc3,0.03,#656972,0.02,#47555c,0.01,#8e8f99,0.01,#3d484f,0.0,#99a0a6,0.0,#a198a0
30,0.79,#171717,0.15,#cfd0c5,0.03,#6e707c,0.01,#888a95,0.01,#434750,0.0,#4b545c,0.0,#96a0a5,0.0,#9f99a1
31,0.65,#222425,0.14,#c2c9c4,0.08,#696d7b,0.07,#474d55,0.03,#8d929d,0.02,#545b66,0.0,#a3adb1,,
32,0.56,#222121,0.21,#6f707e,0.11,#cbccc4,0.05,#4c4f58,0.04,#8e8e9b,0.02,#515d67,0.0,#5a555f,0.0,#a0a3a9
33,0.29,#35393a,0.25,#696669,0.24,#d3ccbf,0.12,#4b4e51,0.04,#9a969a,0.04,#54595e,0.01,#5b5454,0.01,#a2a2a4
34,0.32,#373b3c,0.24,#d3ccbf,0.21,#6b686c,0.12,#4f5155,0.04,#9b969b,0.03,#565c62,0.02,#5d5757,0.01,#a2a3a5
35,0.33,#363b3c,0.24,#d2ccc0,0.21,#6a676a,0.12,#4e5154,0.05,#9a969a,0.04,#565b60,0.01,#5c5656,0.01,#a2a2a5
36,0.32,#363b3c,0.25,#d2ccc0,0.22,#6b686b,0.11,#4e5155,0.05,#9b969b,0.03,#565b61,0.02,#5c5657,0.01,#a2a3a6
37,0.31,#353a3b,0.25,#d2ccc0,0.23,#6a676b,0.12,#4d5054,0.05,#9a969b,0.03,#555b61,0.02,#5b5656,0.0,#a1a3a5
38,0.29,#353a3b,0.26,#d2ccbf,0.24,#6a676b,0.11,#4b4f54,0.04,#99969a,0.04,#545b61,0.01,#5b5556,0.01,#a2a2a4
39,0.62,#1f2328,0.25,#c9ccc3,0.04,#6b6167,0.03,#727f99,0.02,#495668,0.02,#424650,0.01,#98abb6,0.0,#5a4e48
40,0.51,#22262a,0.32,#c7cbc3,0.05,#6c636b,0.05,#6d7d98,0.04,#485f78,0.02,#424751,0.01,#97adb9,0.0,#516f8f
41,0.44,#25292d,0.36,#c4c9c3,0.06,#69646e,0.05,#657995,0.04,#46617b,0.02,#424752,0.01,#8fa9b7,0.01,#506f8f
42,0.4,#262a2e,0.39,#c2c9c2,0.07,#68646d,0.06,#4a637e,0.04,#667a95,0.03,#3d4651,0.02,#8eaab7,0.01,#4c7090
43,0.39,#c0c8c2,0.39,#282c2f,0.07,#4a637e,0.06,#71686f,0.04,#687c96,0.03,#92acb8,0.02,#444952,0.0,#5a4a44
44,0.43,#262a2d,0.37,#bbc4c1,0.07,#455f79,0.06,#655f64,0.02,#88a6b6,0.02,#3d4652,0.02,#5d7692,0.01,#564842
45,0.43,#1a1812,0.17,#746e71,0.13,#afa6a5,0.07,#6f8b9f,0.06,#7b9fb3,0.06,#3a81a6,0.05,#a28580,0.04,#9f8e90
46,0.44,#a69b9e,0.34,#262318,0.09,#6c6362,0.06,#778c9f,0.03,#907872,0.02,#9d827a,0.01,#747a86,0.01,#50483d
47,0.33,#1f1e17,0.24,#a9a0a0,0.19,#646061,0.09,#6c95ae,0.08,#31779f,0.03,#628199,0.02,#8d7f80,0.02,#4d4a3f
48,0.35,#1f1e17,0.3,#aba2a1,0.14,#686466,0.11,#6393ad,0.05,#32789e,0.02,#6f7e8e,0.01,#4b473d,0.01,#8d7e7e
49,0.36,#b0a6a5,0.23,#756b6d,0.18,#37392e,0.07,#958281,0.06,#7499b0,0.05,#97888c,0.03,#3b7b9f,0.03,#6d8599
50,0.67,#1b2017,0.2,#c6c5b6,0.05,#434d4d,0.04,#66696c,0.03,#4e5a5e,0.01,#908e91,0.0,#a8968e,0.0,#9b9e9a
51,0.51,#67666b,0.21,#c6c5b5,0.12,#2c352c,0.1,#49504f,0.02,#8a878d,0.02,#4e5758,0.02,#535353,0.01,#9b9497
52,0.3,#69686a,0.28,#2d3329,0.24,#b0aba3,0.07,#898287,0.04,#464c47,0.04,#978b8d,0.03,#495453,0.0,#4f4e49
53,0.57,#1c2219,0.2,#636061,0.16,#b7b1a7,0.02,#424844,0.02,#867f84,0.02,#948789,0.01,#454d49,0.0,#4c4945
54,0.33,#bab3a8,0.26,#6c686a,0.21,#3b3f36,0.1,#505351,0.03,#5b5756,0.03,#a09392,0.03,#90898c,0.01,#545d5e
55,0.68,#25291e,0.21,#b3aea5,0.07,#6b6a6d,0.02,#898589,0.01,#4a4e4d,0.01,#988f90,0.0,#4f5859,0.0,#575250
56,0.44,#262a26,0.21,#787174,0.12,#72a3ba,0.08,#4183a9,0.06,#b4acaf,0.05,#445c6b,0.03,#3b4b55,0.02,#798b9f
57,0.53,#1e1f1a,0.13,#756e70,0.13,#6ea2ba,0.08,#b7aeb0,0.05,#4182a7,0.03,#758a9d,0.03,#3c596c,0.02,#354957
58,0.52,#191915,0.15,#69a2ba,0.12,#736e71,0.08,#b6acae,0.05,#448aae,0.04,#658fa9,0.03,#45555d,0.02,#3a454d
59,0.4,#1c1e19,0.2,#2a7aa5,0.14,#736b6a,0.1,#afa4a7,0.07,#69a2b9,0.03,#3e93b4,0.03,#335367,0.02,#998586
60,0.37,#262821,0.23,#2e79a3,0.16,#796e6d,0.08,#b0a2a5,0.06,#73a0b7,0.04,#2e5470,0.03,#76869b,0.03,#4594b5
61,0.35,#272720,0.23,#29719e,0.16,#6e6666,0.1,#ab9da0,0.07,#6d96b1,0.04,#325066,0.03,#698099,0.02,#988281
62,0.22,#6e686c,0.22,#2e312d,0.22,#2c719d,0.16,#ae9c9f,0.07,#7796b0,0.05,#3b5567,0.04,#6f839c,0.02,#3d4850
63,0.24,#b0a0a2,0.21,#276e9b,0.21,#676466,0.2,#242622,0.07,#6f95b0,0.03,#6f7f94,0.03,#3a5160,0.01,#96858a
64,0.26,#ab9ea2,0.25,#676569,0.15,#6a90ad,0.15,#35729a,0.07,#2b312d,0.07,#3d505a,0.05,#677d95,0.02,#33454e
65,0.21,#aaa0a5,0.2,#676569,0.18,#1c1d19,0.17,#216999,0.12,#6a91ac,0.07,#2f5167,0.03,#597d99,0.02,#3b87ae
66,0.25,#ada2a7,0.24,#22231e,0.18,#266e9d,0.14,#6d6a6f,0.09,#7295b0,0.05,#728297,0.03,#204f76,0.01,#93868e
67,0.32,#b4a5a7,0.22,#191915,0.15,#216e9d,0.14,#696566,0.07,#7597af,0.05,#728093,0.03,#324f61,0.01,#3e8cb2
68,0.48,#aea3a7,0.24,#1c1d17,0.08,#676467,0.07,#7491ac,0.06,#326f9b,0.03,#2c4d63,0.02,#6d7d91,0.01,#173d5f
69,0.9,#16120f,0.06,#493734,0.02,#5e5358,0.01,#a09ea1,0.0,#503f44,0.0,#554340,0.0,#7a7b85,0.0,#837f87
70,0.92,#171410,0.04,#4c3b39,0.02,#5f555a,0.01,#aaaaaa,0.0,#524247,0.0,#808189,0.0,#3f4c59,0.0,#3a3f48
71,0.91,#171310,0.04,#4a3a37,0.02,#5d5358,0.01,#a4a4a5,0.01,#514144,0.0,#7d7e86,0.0,#3a3d47,0.0,#3e4a55
72,0.93,#181511,0.03,#4d3c3b,0.02,#605a60,0.01,#adaead,0.01,#544548,0.0,#81848d,0.0,#3d414a,0.0,#41505c
73,0.92,#171411,0.04,#4b3b38,0.02,#5e575c,0.01,#a6a7a8,0.01,#524346,0.0,#7d8089,0.0,#3a3f48,0.0,#838a91
74,0.94,#191613,0.02,#656368,0.02,#c3c2bb,0.01,#534142,0.01,#58494e,0.0,#42464e,0.0,#868e95,0.0,#475661
75,0.94,#191613,0.02,#656268,0.01,#c4c2bb,0.01,#534141,0.01,#58494d,0.0,#45464c,0.0,#858d94,0.0,#435763
76,0.94,#191613,0.02,#636168,0.02,#514040,0.02,#bcbbb7,0.01,#56484c,0.0,#41444c,0.0,#838b93,0.0,#455561
77,0.92,#171411,0.03,#4c3b39,0.02,#5e585d,0.01,#a9abab,0.01,#534447,0.0,#80838b,0.0,#3f4e5a,0.0,#3a4049
78,0.92,#16120f,0.04,#493936,0.02,#5c5155,0.01,#a4a2a4,0.0,#4f4044,0.0,#7b7a83,0.0,#393d46,0.0,#7f858d
79,0.91,#15120e,0.05,#473834,0.02,#5a4f52,0.01,#9c9c9e,0.0,#4e3e42,0.0,#77777e,0.0,#52413d,0.0,#3d454e
80,0.89,#16130f,0.07,#463733,0.03,#594e51,0.01,#999a9e,0.0,#4c3e41,0.0,#74777f,0.0,#52413d,0.0,#3a454d
81,0.9,#17130f,0.06,#493a36,0.02,#5d5458,0.01,#a1a2a4,0.01,#504245,0.0,#7d7e87,0.0,#373d47,0.0,#3c4853
82,0.91,#17130f,0.05,#4a3a37,0.02,#5d5256,0.01,#a4a3a4,0.0,#504144,0.0,#7c7d85,0.0,#393d47,0.0,#544441
83,0.9,#171310,0.06,#493936,0.03,#5c5156,0.01,#9d9da0,0.0,#4f4043,0.0,#7a7b84,0.0,#383c45,0.0,#534340
84,0.9,#171410,0.06,#493936,0.02,#5b5256,0.01,#9fa0a3,0.01,#4f4144,0.0,#797c85,0.0,#3e4a54,0.0,#3a3c46
85,0.93,#191612,0.02,#4f3e3c,0.02,#605c61,0.01,#b5b5b3,0.01,#544548,0.0,#434248,0.0,#84878e,0.0,#43515b
86,0.93,#1a1713,0.03,#503f3e,0.02,#625e63,0.01,#b5b6b4,0.01,#56474a,0.0,#7f8890,0.0,#3f434b,0.0,#8f969c
87,0.92,#191612,0.04,#4e3d3b,0.02,#615e64,0.01,#aeb0af,0.01,#54464a,0.0,#80878f,0.0,#3b424c,0.0,#41515c
88,0.94,#1a1613,0.02,#524141,0.02,#636167,0.01,#bfbfba,0.01,#56484c,0.0,#43454c,0.0,#858b93,0.0,#929ba0
89,0.94,#1a1613,0.02,#514040,0.02,#65636a,0.01,#babab7,0.01,#55474c,0.0,#42454d,0.0,#828a92,0.0,#44525d
90,0.93,#191612,0.02,#4f3d3c,0.02,#625f65,0.01,#544548,0.01,#b3b4b3,0.0,#434248,0.0,#82888f,0.0,#42525d
91,0.91,#181511,0.04,#4c3c3a,0.02,#60585d,0.01,#a6a7a8,0.01,#534447,0.0,#80828b,0.0,#3c3f49,0.0,#3f4b58
92,0.91,#181511,0.05,#4c3b39,0.02,#60585e,0.01,#a7a7a8,0.01,#534447,0.0,#7f828a,0.0,#38404b,0.0,#8a888e
93,0.92,#181511,0.04,#4d3d3b,0.02,#615b60,0.01,#abadac,0.01,#534548,0.0,#84868d,0.0,#3b434b,0.0,#404e58
94,0.92,#191512,0.04,#4e3e3c,0.02,#615c62,0.01,#afb0b0,0.01,#54464a,0.0,#84878f,0.0,#3d434d,0.0,#42515d
95,0.92,#191512,0.03,#4d3d3b,0.02,#605b61,0.01,#adaead,0.01,#534548,0.0,#81848c,0.0,#3c404a,0.0,#889095
96,0.91,#0b0e0d,0.05,#5b5d5c,0.02,#979293,0.01,#3b4546,0.01,#303b3f,0.0,#77797d,0.0,#7e8183,0.0,#443b32
97,0.91,#0c0e0d,0.05,#5e605f,0.02,#989393,0.01,#3c4647,0.0,#7a7c7f,0.0,#808385,0.0,#313d42,0.0,#3c423c
98,0.91,#0c0e0d,0.05,#5e605f,0.01,#979393,0.01,#3c4647,0.0,#323c42,0.0,#7a7c80,0.0,#7f8285,0.0,#453c33
99,0.91,#0b0e0d,0.05,#5d5f5f,0.02,#979393,0.01,#3a4547,0.0,#2e3b41,0.0,#7c8285,0.0,#797b7f,0.0,#4a433a
100,0.91,#0c0f0e,0.05,#5c5e5e,0.02,#979292,0.01,#3c4547,0.0,#2f3b40,0.0,#797b7f,0.0,#7e8284,0.0,#4d453a
101,0.91,#0b0e0d,0.05,#5f6160,0.02,#9c9797,0.01,#3d4748,0.0,#313d42,0.0,#7c7f83,0.0,#83878a,0.0,#4c453b
102,0.9,#0d100e,0.06,#5b5e5c,0.02,#938f8f,0.01,#394445,0.0,#2d3940,0.0,#7a7f81,0.0,#39403b,0.0,#75797c
103,0.92,#0c0f0e,0.04,#606161,0.01,#9b9696,0.01,#3d474a,0.0,#303c43,0.0,#838688,0.0,#7c7e81,0.0,#483e35
104,0.9,#0c0f0e,0.06,#5c5e5d,0.02,#969191,0.01,#3a4546,0.01,#2d3941,0.0,#7c8183,0.0,#787a7d,0.0,#433b33
105,0.91,#0c0f0e,0.05,#5d5f5e,0.02,#969191,0.01,#3a4548,0.01,#2f3a40,0.0,#777b7e,0.0,#7c8184,0.0,#443c33
106,0.9,#0c0f0e,0.05,#5d5f5e,0.02,#979291,0.01,#3a4548,0.0,#2d3a43,0.0,#49443b,0.0,#7c8285,0.0,#3c413c
107,0.54,#333033,0.15,#44444e,0.13,#616673,0.07,#7e8894,0.05,#4a5768,0.03,#554b53,0.02,#aaacae,0.01,#969da4
108,0.68,#2b2b2d,0.1,#535e6b,0.09,#393f49,0.05,#3f4f60,0.04,#6a7b8a,0.02,#49444b,0.01,#7f8e99,0.01,#97a0a6
109,0.85,#232323,0.05,#495664,0.04,#2f3a47,0.03,#374757,0.01,#413d43,0.01,#5f7282,0.01,#3e393c,0.01,#85929b
110,0.93,#161717,0.04,#263545,0.01,#2f4257,0.01,#424c58,0.0,#3d383e,0.0,#393437,0.0,#536879,0.0,#7e8e98
111,0.91,#181919,0.04,#303e4f,0.02,#41566a,0.01,#586979,0.01,#bbb6b1,0.01,#6d8292,0.0,#89959f,0.0,#968e8c
112,0.94,#131515,0.02,#333c49,0.01,#575a64,0.01,#3d4e5f,0.01,#9fa6aa,0.0,#7d93a0,0.0,#637a8c,0.0,#4e3d39
113,0.87,#161818,0.05,#323d4b,0.04,#5a5e68,0.02,#3e5063,0.01,#b1aca9,0.01,#667b8c,0.0,#83919c,0.0,#95817e
114,0.92,#151716,0.04,#5c5c64,0.03,#39404b,0.01,#415060,0.01,#aaa2a0,0.0,#6d7d8b,0.0,#4b464d,0.0,#96827f
115,0.91,#131513,0.05,#53565f,0.02,#353c45,0.01,#3b4955,0.01,#9c9493,0.0,#433f45,0.0,#6b7583,0.0,#8a7775
116,0.91,#141514,0.04,#52525b,0.03,#363940,0.02,#3d444e,0.01,#a19491,0.0,#67727f,0.0,#78838d,0.0,#443d40
117,0.52,#1f221f,0.14,#676d72,0.1,#435c67,0.08,#36474f,0.07,#818d96,0.06,#cbc9ba,0.02,#9ba5a8,0.0,#564a40
118,0.55,#1e201d,0.13,#676e73,0.1,#435c68,0.07,#36474f,0.07,#808d97,0.06,#ccc9ba,0.01,#9aa5a9,0.0,#554b40
119,0.59,#1c1e1a,0.11,#676d73,0.09,#435d69,0.07,#35474f,0.06,#808d97,0.05,#ccc9b9,0.01,#9aa4a8,0.0,#554d48
120,0.64,#1b1d19,0.09,#425d69,0.09,#666e74,0.06,#364850,0.05,#808e97,0.05,#ccc9b9,0.01,#9ca5a7,0.0,#564d49
121,0.67,#151815,0.09,#415d69,0.08,#667177,0.06,#344750,0.05,#c9c6b7,0.04,#808d96,0.01,#9aa3a5,0.0,#5a4334
122,0.72,#111512,0.08,#415f6c,0.06,#6a747a,0.05,#314651,0.04,#7e8e97,0.03,#d0cdbc,0.01,#9aa7a9,0.0,#4f7c90
123,0.71,#111513,0.08,#425e6c,0.07,#314752,0.06,#687479,0.04,#808e98,0.04,#cdc9ba,0.01,#9ca6a8,0.0,#4f7d90
124,0.76,#111411,0.07,#41606f,0.06,#2f4753,0.05,#6a747b,0.03,#7e8e98,0.02,#d0cebe,0.01,#9daaac,0.0,#4f7e91
125,0.74,#151814,0.07,#6a757c,0.06,#44606d,0.06,#334954,0.03,#ccc8b9,0.03,#87939b,0.0,#a1a9aa,0.0,#5b4630
126,0.36,#131617,0.27,#5a616c,0.16,#3f4d58,0.1,#323f49,0.05,#a3a09d,0.05,#7d7f87,0.01,#8b8e92,0.0,#918a8c
127,0.51,#151a1b,0.22,#5e646f,0.1,#42515c,0.09,#34424b,0.04,#aaa7a1,0.04,#85868c,0.0,#909697,0.0,#988f90
128,0.57,#13181a,0.19,#626873,0.09,#455461,0.08,#34434e,0.04,#888a90,0.03,#b1b0a6,0.0,#959c9c,0.0,#a09493
129,0.74,#0b0f10,0.09,#40525e,0.09,#5b626d,0.04,#32424b,0.02,#7b838b,0.01,#afaea4,0.0,#8c9799,0.0,#9a8e8e
130,0.67,#111618,0.14,#40535f,0.09,#5d6872,0.07,#31424d,0.02,#78878f,0.01,#b8b5a9,0.01,#909a9a,0.0,#9e8781
131,0.75,#0b0e0f,0.09,#30424c,0.08,#3e4f5b,0.04,#5b6670,0.02,#77878d,0.01,#b0b7aa,0.01,#8d9b9b,0.0,#9d8f81
132,0.57,#13181a,0.16,#40515d,0.12,#5d6771,0.08,#32434c,0.04,#7d868d,0.02,#a8afa5,0.02,#8f9999,0.0,#4e474b
133,0.7,#121715,0.11,#6e7175,0.07,#2e4253,0.06,#a3aaa8,0.03,#3b5366,0.02,#858c92,0.01,#988d88,0.01,#9a918e
134,0.71,#121815,0.11,#6f7277,0.07,#2e4254,0.05,#a2a9a8,0.03,#3c5366,0.01,#868d93,0.01,#988d8a,0.01,#939b9f
135,0.7,#121715,0.09,#686c72,0.06,#2d4051,0.06,#a0a6a6,0.04,#3a5265,0.03,#80858d,0.02,#978d8a,0.0,#8c959b
136,0.7,#121715,0.09,#696e73,0.06,#2e4152,0.06,#a1a7a7,0.04,#3c5467,0.03,#83888f,0.02,#988f8c,0.01,#958985
137,0.71,#121715,0.1,#6c6f75,0.06,#2e4152,0.05,#a1a7a7,0.04,#3d5567,0.03,#858a91,0.01,#998f8d,0.01,#978b87
138,0.71,#121715,0.1,#666c72,0.06,#9fa4a4,0.05,#3a5164,0.05,#2c3f50,0.02,#81878e,0.01,#968d8b,0.01,#938885
139,0.68,#191b1d,0.15,#617180,0.05,#4d5e6e,0.05,#404b56,0.04,#ddd9c5,0.02,#868d98,0.0,#a0a4a9,0.0,#565358
140,0.68,#191b1d,0.14,#617080,0.06,#4d5d6d,0.05,#3f4a54,0.04,#ddd9c5,0.03,#828b97,0.0,#a0a3a8,0.0,#a59f9c
141,0.69,#191b1d,0.14,#617080,0.05,#4d5e6d,0.05,#404a55,0.04,#dedac6,0.02,#848c97,0.0,#a0a3a8,0.0,#565254
142,0.69,#181a1c,0.13,#61707f,0.06,#3f4a54,0.05,#4d5e6f,0.04,#dddac6,0.03,#818a96,0.0,#a1a5a9,0.0,#a6a19e
143,0.7,#181a1c,0.13,#60707f,0.05,#3f4a56,0.05,#4c5e6e,0.04,#ddd9c5,0.02,#848c97,0.0,#a0a4a8,0.0,#545457
144,0.72,#181a1b,0.12,#61717f,0.06,#4c5e6e,0.05,#3f4a56,0.04,#dedac5,0.02,#898f99,0.0,#9ea4a8,0.0,#a59e9c
145,0.73,#16181a,0.12,#606f7e,0.05,#3e4a56,0.04,#4a5d6d,0.04,#dcd9c5,0.02,#8b9099,0.0,#9da4aa,0.0,#535254
146,0.75,#151819,0.09,#626f7d,0.06,#4b5e6f,0.05,#3d4a57,0.03,#dedac6,0.01,#8f939b,0.0,#9ea5aa,0.0,#a59f9a
147,0.76,#151719,0.07,#4b5e6f,0.07,#64707c,0.05,#3c4955,0.03,#dddac5,0.02,#8e929b,0.0,#9ea6ab,0.0,#a6a09c
148,0.79,#141718,0.06,#656f7a,0.05,#4a5c6d,0.05,#3d4a56,0.03,#ddd9c5,0.02,#8e939c,0.0,#9da8ae,0.0,#a5a19d
149,0.8,#131617,0.05,#686f79,0.05,#4a5c6c,0.05,#3c4956,0.03,#dfdbc6,0.02,#8f939b,0.0,#9ea7ac,0.0,#a79e96
150,0.81,#121517,0.05,#3e4a57,0.04,#686f78,0.04,#4a5d6e,0.03,#dedbc6,0.02,#8d939c,0.0,#9ea6aa,0.0,#565256
151,0.8,#121517,0.06,#3c4a57,0.05,#485c6d,0.05,#626b76,0.02,#dad8c5,0.01,#89909b,0.0,#98a5ab,0.0,#535255
152,0.86,#121517,0.05,#364450,0.04,#445767,0.03,#5b6875,0.02,#cdcfc1,0.01,#818b96,0.0,#92a4ad,0.0,#514c51
153,0.95,#0d0f10,0.02,#425363,0.01,#2f3945,0.01,#778c9b,0.01,#33414f,0.0,#5a6e80,0.0,#637789,0.0,#373a45
154,0.93,#0b0d0e,0.05,#d9d9c8,0.01,#374556,0.0,#5e6c79,0.0,#4a5868,0.0,#798a9a,0.0,#97a7b0,,
155,0.94,#080a0a,0.05,#e2e0cb,0.0,#495b71,0.0,#67727e,0.0,#394557,0.0,#9aa7ae,0.0,#88929d,0.0,#a39f9b
156,0.92,#080b0a,0.06,#e3e1cb,0.01,#4c6075,0.0,#3e4a5a,0.0,#6c737c,0.0,#a1abb1,0.0,#828e9c,0.0,#a8a290
157,0.91,#080a0a,0.07,#e5e2cb,0.01,#4b5f75,0.0,#6d7680,0.0,#3d4a5b,0.0,#828e9a,0.0,#a1aaaf,0.0,#585251
158,0.91,#080a0a,0.07,#e6e3cc,0.01,#485d74,0.0,#3b495b,0.0,#5f6f80,0.0,#7c8998,0.0,#a0a7a9,0.0,#a6a29a
159,0.91,#080b0b,0.07,#e8e5cd,0.01,#3e4b5c,0.01,#495f76,0.0,#6a727b,0.0,#8b949f,0.0,#a2a5a7,0.0,#555156
160,0.91,#090c0c,0.07,#e8e4cc,0.01,#39485a,0.01,#496179,0.0,#6e757c,0.0,#7d8c9b,0.0,#555256,0.0,#a2a8a9
161,0.9,#090c0c,0.08,#e7e4cc,0.01,#496179,0.01,#3a4a5e,0.01,#737a82,0.0,#828f9c,0.0,#aaa39b,0.0,#565353
162,0.88,#090c0d,0.09,#e7e4cc,0.01,#3a495c,0.01,#495f77,0.01,#697580,0.0,#81909f,0.0,#a3acb1,0.0,#a9a59d
163,0.83,#0a0d0d,0.12,#e4e2cc,0.02,#374659,0.02,#475d75,0.01,#647180,0.0,#7e8c9b,0.0,#a1afb5,0.0,#545154
164,0.84,#090b0c,0.12,#e0deca,0.02,#374759,0.01,#475c72,0.01,#656f7e,0.0,#7a8897,0.0,#9ca9b0,0.0,#a6989c
165,0.87,#080b0c,0.09,#dbdbc7,0.02,#384758,0.01,#475b71,0.01,#73757c,0.0,#939aa1,0.0,#9faab0,0.0,#a9979b
166,0.84,#090c0d,0.11,#dad9c6,0.03,#364555,0.01,#71747b,0.01,#465a6e,0.01,#91989f,0.0,#9fa7ac,0.0,#a6999c
167,0.78,#0b0e0f,0.15,#d8d7c5,0.03,#364555,0.01,#6e727a,0.01,#8a97a0,0.01,#475a6e,0.01,#99a6ad,0.0,#a29f9d
168,0.71,#0d1113,0.2,#d5d5c2,0.03,#334352,0.02,#83909b,0.01,#6c6f77,0.01,#43576b,0.01,#96a2a9,0.0,#524a51
169,0.65,#0e1315,0.23,#d2d3c0,0.04,#324250,0.03,#818f99,0.03,#666f7a,0.01,#42576a,0.01,#95a1a7,0.0,#9e9999
170,0.57,#111619,0.24,#cfcfbd,0.07,#7f8b96,0.06,#636f7c,0.03,#334351,0.02,#44596a,0.01,#96a1a4,0.0,#9f9996
171,0.44,#13191c,0.22,#c8c7b6,0.14,#77848f,0.09,#5d6b78,0.05,#425768,0.04,#314250,0.02,#8f999e,0.0,#999191
